City_ID,City,Lat,Lng,Weather Description,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
235,Simao,22.7886,100.9748,overcast clouds,65.48,98,87,2.06,CN,2021-08-02 16:17:28
236,Tateyama,34.9833,139.8667,mist,81.99,89,75,5.75,JP,2021-08-02 16:17:28
237,Ponta Do Sol,32.6667,-17.1,few clouds,82.13,72,22,3.49,PT,2021-08-02 16:14:16
238,Ilo,-17.6394,-71.3375,overcast clouds,61.66,77,90,6.91,PE,2021-08-02 16:15:05
239,Chivacoa,10.1603,-68.895,overcast clouds,82.63,71,90,10.54,VE,2021-08-02 16:17:29
240,Margate,51.3813,1.3862,broken clouds,65.32,65,62,1.99,GB,2021-08-02 16:17:29
241,Broadstairs,51.3591,1.4394,broken clouds,65.86,75,60,1.99,GB,2021-08-02 16:16:17
242,Hualmay,-11.0964,-77.6139,few clouds,67.46,70,22,9.6,PE,2021-08-02 16:12:45
243,Erzin,36.9559,36.2,clear sky,91.92,65,0,8.05,TR,2021-08-02 16:11:35
244,Camacha,33.0833,-16.3333,scattered clouds,72.82,83,40,13.8,PT,2021-08-02 16:12:14
245,Ifanadiana,-21.3,47.6333,few clouds,60.46,96,21,1.43,MG,2021-08-02 16:17:30
246,Mango,27.9797,-82.3065,clear sky,92.28,78,1,0.0,US,2021-08-02 16:17:30
247,Uvat,59.1433,68.8953,overcast clouds,63.3,76,90,5.68,RU,2021-08-02 16:10:37
248,Ramhormoz,31.28,49.6035,clear sky,104.07,9,5,6.04,IR,2021-08-02 16:17:30
249,Hithadhoo,-0.6,73.0833,overcast clouds,80.76,76,94,4.34,MV,2021-08-02 16:12:33
250,Dawlatabad,36.4141,64.9053,clear sky,89.8,13,0,5.59,AF,2021-08-02 16:17:31
251,Tiksi,71.6872,128.8694,scattered clouds,47.5,67,30,2.53,RU,2021-08-02 16:12:38
252,Tolbazy,54.0241,55.8825,light rain,77.76,36,23,5.84,RU,2021-08-02 16:17:31
253,Cangucu,-31.395,-52.6756,clear sky,57.24,58,6,4.63,BR,2021-08-02 16:17:32
254,Bakchar,57.0186,82.0711,overcast clouds,57.54,95,100,2.57,RU,2021-08-02 16:17:32
255,Port Hardy,50.6996,-127.4199,light intensity drizzle,59.18,88,90,3.44,CA,2021-08-02 16:15:18
256,Tayu,-6.5397,111.0518,scattered clouds,77.85,81,50,6.73,ID,2021-08-02 16:17:32
257,Stiubieni,47.9667,26.7833,scattered clouds,80.47,57,43,15.14,RO,2021-08-02 16:17:33
258,Nampa,43.5407,-116.5635,clear sky,80.71,76,1,4.61,US,2021-08-02 16:14:32
259,Port-Cartier,50.0334,-66.8654,broken clouds,70.02,54,51,7.4,CA,2021-08-02 16:17:33
260,Manyana,-23.4,21.7167,clear sky,65.61,18,0,6.29,BW,2021-08-02 16:17:34
261,Mokhsogollokh,61.4681,128.9203,overcast clouds,60.42,84,100,3.24,RU,2021-08-02 16:17:34
262,Coruripe,-10.1256,-36.1756,scattered clouds,77.34,74,33,14.79,BR,2021-08-02 16:17:34
263,Bandarban,22.1965,92.2262,overcast clouds,76.08,98,97,2.84,BD,2021-08-02 16:12:01
264,Harper,4.375,-7.7169,broken clouds,80.02,67,71,7.92,LR,2021-08-02 16:10:52
265,Nishihara,26.1842,127.7558,broken clouds,82.06,94,75,12.66,JP,2021-08-02 16:17:35
266,Merauke,-8.4667,140.3333,overcast clouds,73.96,81,93,11.97,ID,2021-08-02 16:17:35
267,Port Blair,11.6667,92.75,overcast clouds,81.88,83,100,18.75,IN,2021-08-02 16:14:57
268,Sinnamary,5.3833,-52.95,broken clouds,85.68,62,79,6.91,GF,2021-08-02 16:11:48
269,Tromso,69.6496,18.957,light intensity shower rain,52.45,81,75,3.0,NO,2021-08-02 16:14:42
270,Clyde River,70.4692,-68.5914,broken clouds,41.41,80,81,3.49,CA,2021-08-02 16:14:36
271,Kulhudhuffushi,6.6221,73.07,overcast clouds,83.21,70,100,9.6,MV,2021-08-02 16:12:25
272,Seoul,37.5683,126.9778,clear sky,77.76,82,9,0.83,KR,2021-08-02 16:13:04
273,Yumen,40.2833,97.2,scattered clouds,72.36,17,34,14.29,CN,2021-08-02 16:11:37
274,Guatire,10.4762,-66.5427,scattered clouds,83.19,74,40,4.16,VE,2021-08-02 16:17:36
275,Tayoltita,24.0833,-105.9333,broken clouds,82.15,52,53,1.68,MX,2021-08-02 16:17:37
276,Ahipara,-35.1667,173.1667,clear sky,54.12,72,5,24.18,NZ,2021-08-02 16:17:37
277,Skjervoy,70.0311,20.9714,light rain,51.98,81,76,18.3,NO,2021-08-02 16:17:37
278,Nabire,-3.3667,135.4833,light rain,76.62,92,69,3.2,ID,2021-08-02 16:17:38
279,Saint-Ambroise,48.5501,-71.3324,few clouds,68.32,44,13,7.74,CA,2021-08-02 16:17:38
280,General Roca,-39.0333,-67.5833,scattered clouds,57.6,24,27,10.04,AR,2021-08-02 16:17:39
281,Abbeville,50.1,1.8333,overcast clouds,70.29,70,92,4.63,FR,2021-08-02 16:17:39
282,Bilimbay,56.9689,59.8149,overcast clouds,68.94,73,99,4.45,RU,2021-08-02 16:17:39
283,Kupino,54.3663,77.2981,broken clouds,68.81,66,84,7.58,RU,2021-08-02 16:17:40
284,Barranca,-10.75,-77.7667,scattered clouds,66.42,72,38,9.44,PE,2021-08-02 16:16:01
285,Denpasar,-8.65,115.2167,scattered clouds,78.46,94,40,14.97,ID,2021-08-02 16:10:48
286,Pesochnyy,60.123,30.164,moderate rain,62.38,96,100,11.45,RU,2021-08-02 16:17:40
287,Murgab,37.4966,61.9714,clear sky,91.27,24,0,6.91,TM,2021-08-02 16:17:40
288,Launceston,-41.45,147.1667,overcast clouds,46.04,87,100,3.0,AU,2021-08-02 16:17:41
289,Ville-Marie,47.3335,-79.433,few clouds,69.8,43,13,5.37,CA,2021-08-02 16:17:41
290,Sao Joao Do Piaui,-8.3581,-42.2467,clear sky,89.51,28,0,12.28,BR,2021-08-02 16:17:41
291,Palmer,42.1584,-72.3287,scattered clouds,76.24,59,40,1.01,US,2021-08-02 16:17:42
292,Ust-Omchug,61.15,149.6333,clear sky,34.39,85,7,6.42,RU,2021-08-02 16:17:42
293,Shache,38.4167,77.2406,broken clouds,67.5,47,81,3.36,CN,2021-08-02 16:17:42
294,Yulara,-25.2406,130.9889,clear sky,40.84,45,0,8.05,AU,2021-08-02 16:12:14
295,Puerto Madryn,-42.7692,-65.0385,clear sky,63.09,29,6,4.72,AR,2021-08-02 16:17:43
296,Katsuura,35.1333,140.3,overcast clouds,81.19,91,95,11.27,JP,2021-08-02 16:17:43
297,Shingu,33.7333,135.9833,overcast clouds,80.91,84,95,7.56,JP,2021-08-02 16:12:52
298,Keti Bandar,24.1447,67.4497,overcast clouds,82.31,81,92,19.64,PK,2021-08-02 16:17:43
299,Hailar,49.2,119.7,clear sky,60.03,80,2,8.12,CN,2021-08-02 16:17:44
300,Dharchula,29.85,80.5333,heavy intensity rain,74.79,93,100,2.59,IN,2021-08-02 16:17:44
301,Siverek,37.755,39.3167,broken clouds,97.41,18,76,4.32,TR,2021-08-02 16:17:44
302,Liebenburg,52.0218,10.4317,overcast clouds,70.36,55,90,10.33,DE,2021-08-02 16:17:45
303,Uige,-7.6087,15.0613,clear sky,88.54,20,6,6.53,AO,2021-08-02 16:17:45
304,Kaitangata,-46.2817,169.8464,overcast clouds,48.92,73,100,12.86,NZ,2021-08-02 16:12:35
305,Helong,42.5397,128.9972,light rain,68.9,99,100,2.04,CN,2021-08-02 16:17:45
306,Aksarka,66.5606,67.7975,overcast clouds,61.74,70,100,4.9,RU,2021-08-02 16:12:09
307,Hastings,50.8552,0.5729,overcast clouds,65.34,63,100,8.72,GB,2021-08-02 16:17:46
308,Lewiston,44.1003,-70.2148,broken clouds,75.85,70,75,12.66,US,2021-08-02 16:15:25
309,Magaria,12.9983,8.9099,overcast clouds,86.86,54,100,14.58,NE,2021-08-02 16:17:46
310,Bar Harbor,44.3876,-68.2039,overcast clouds,70.61,68,90,8.01,US,2021-08-02 16:17:47
311,Zhezkazgan,47.8043,67.7144,broken clouds,90.97,20,83,16.15,KZ,2021-08-02 16:10:21
312,Takoradi,4.8845,-1.7554,broken clouds,82.2,67,76,14.29,GH,2021-08-02 16:17:47
313,Uberherrn,49.2419,6.6984,moderate rain,71.37,84,50,6.29,DE,2021-08-02 16:17:47
314,Soleuvre,49.5256,5.9406,broken clouds,68.97,69,67,3.0,LU,2021-08-02 16:17:48
315,Kyzyl-Suu,42.3414,78.0056,overcast clouds,63.55,62,95,3.11,KG,2021-08-02 16:17:48
316,Iralaya,15.0,-83.2333,broken clouds,86.09,83,68,13.94,HN,2021-08-02 16:17:48
317,Conceicao Da Barra,-18.5933,-39.7322,overcast clouds,75.42,51,100,7.94,BR,2021-08-02 16:17:49
318,Bambous Virieux,-20.3428,57.7575,clear sky,67.21,65,0,6.15,MU,2021-08-02 16:12:43
319,Maragogi,-9.0122,-35.2225,scattered clouds,77.16,81,38,16.51,BR,2021-08-02 16:17:49
320,Lubango,-14.9172,13.4925,few clouds,70.75,19,22,9.1,AO,2021-08-02 16:17:50
321,Bowling Green,36.9903,-86.4436,clear sky,80.6,44,1,4.61,US,2021-08-02 16:17:50
322,Conde,-7.2597,-34.9075,broken clouds,74.66,88,75,17.27,BR,2021-08-02 16:15:07
323,Sorland,67.667,12.6934,overcast clouds,49.86,71,100,10.2,NO,2021-08-02 16:12:40
324,Poanas,25.7667,-103.6167,overcast clouds,82.33,46,95,3.67,MX,2021-08-02 16:17:51
325,Riberalta,-10.9833,-66.1,clear sky,82.6,34,4,17.27,BO,2021-08-02 16:17:51
326,Lonar,19.9833,76.5333,light rain,75.36,79,100,16.8,IN,2021-08-02 16:17:51
327,Gobabis,-22.45,18.9667,clear sky,68.34,20,0,9.84,NA,2021-08-02 16:17:52
328,Xucheng,20.35,110.1288,moderate rain,77.7,85,75,15.84,CN,2021-08-02 16:17:52
329,Khani,41.9563,42.9566,clear sky,72.97,84,3,3.04,GE,2021-08-02 16:17:52
330,Sungaipenuh,-2.0833,101.3833,overcast clouds,64.83,96,88,2.15,ID,2021-08-02 16:17:53
331,Surab,28.4914,66.2585,clear sky,82.99,11,5,7.47,PK,2021-08-02 16:17:53
332,Calabar,4.9517,8.322,moderate rain,79.18,86,95,5.26,NG,2021-08-02 16:15:11
333,Musoma,-1.5,33.8,scattered clouds,72.57,59,40,6.69,TZ,2021-08-02 16:17:54
334,Anito,12.4497,125.2886,broken clouds,81.5,82,60,9.8,PH,2021-08-02 16:17:54
335,Faya,18.3851,42.4509,overcast clouds,70.32,64,100,7.74,SA,2021-08-02 16:11:59
336,Fernandina Beach,30.6697,-81.4626,broken clouds,93.09,77,75,3.0,US,2021-08-02 16:17:55
337,Pemangkat,1.1667,108.9667,broken clouds,80.08,84,75,8.7,ID,2021-08-02 16:17:55
338,Bria,6.5423,21.9863,broken clouds,75.34,87,57,3.62,CF,2021-08-02 16:17:55
339,Yar-Sale,66.8333,70.8333,overcast clouds,57.11,88,98,7.94,RU,2021-08-02 16:17:55
340,Aginskoye,51.1,114.53,overcast clouds,63.55,78,99,10.78,RU,2021-08-02 16:17:56
341,Salalah,17.0151,54.0924,overcast clouds,77.09,100,90,6.91,OM,2021-08-02 16:08:38
342,Chicama,-7.8447,-79.1469,few clouds,66.74,61,24,7.14,PE,2021-08-02 16:17:56
343,Los Llanos De Aridane,28.6585,-17.9182,few clouds,74.12,73,20,13.8,ES,2021-08-02 16:17:57
344,Lenger,42.183,69.8839,few clouds,83.64,26,12,9.04,KZ,2021-08-02 16:17:57
345,Bloomington,44.8408,-93.2983,few clouds,80.62,50,20,5.01,US,2021-08-02 16:14:32
346,Sioux Lookout,50.1001,-91.917,smoke,73.47,49,90,8.05,CA,2021-08-02 16:14:43
347,Geraldton,-28.7667,114.6,clear sky,46.81,87,5,8.05,AU,2021-08-02 16:12:50
348,Tura,25.5198,90.2201,light rain,74.62,98,74,4.56,IN,2021-08-02 16:14:30
349,Capreol,46.706,-80.9225,scattered clouds,70.92,54,40,3.0,CA,2021-08-02 16:17:58
350,Kerema,-7.9631,145.7785,overcast clouds,75.94,88,100,1.68,PG,2021-08-02 16:17:58
351,Norman Wells,65.282,-126.8329,smoke,68.04,68,20,3.44,CA,2021-08-02 16:16:07
352,Altus,34.6381,-99.334,clear sky,81.88,62,1,8.05,US,2021-08-02 16:13:56
353,Shenjiamen,29.9576,122.298,light rain,79.23,94,45,12.35,CN,2021-08-02 16:17:59
354,Mabaruma,8.2,-59.7833,scattered clouds,83.79,76,40,1.81,GY,2021-08-02 16:17:59
355,Tshikapa,-6.4167,20.8,scattered clouds,90.61,16,27,0.96,CD,2021-08-02 16:17:59
356,Chake Chake,-5.2459,39.7666,scattered clouds,74.16,81,29,10.96,TZ,2021-08-02 16:18:00
357,Nanortalik,60.1432,-45.2371,overcast clouds,46.67,85,89,4.79,GL,2021-08-02 16:15:47
358,Vuktyl,63.8567,57.3094,light rain,63.3,81,97,3.49,RU,2021-08-02 16:10:31
359,Nakhon Pathom,13.9833,100.0833,overcast clouds,86.95,74,92,8.63,TH,2021-08-02 16:18:00
360,Kaseda,31.4167,130.3167,overcast clouds,79.84,84,95,10.33,JP,2021-08-02 16:18:00
361,Hokitika,-42.7167,170.9667,overcast clouds,46.42,89,100,10.87,NZ,2021-08-02 16:18:01
362,Russell,32.3502,-85.1999,broken clouds,87.08,72,75,2.3,US,2021-08-02 16:18:01
363,Lima,-12.0432,-77.0282,overcast clouds,61.14,77,90,5.75,PE,2021-08-02 16:14:01
364,Berlevag,70.8578,29.0864,scattered clouds,53.6,71,38,4.61,NO,2021-08-02 16:11:12
365,Oussouye,12.485,-16.5469,moderate rain,76.77,90,100,10.78,SN,2021-08-02 16:11:57
366,Egvekinot,66.3167,-179.1667,light snow,31.95,82,100,20.36,RU,2021-08-02 16:18:02
367,Sibolga,1.7427,98.7792,broken clouds,77.38,84,70,3.33,ID,2021-08-02 16:18:02
368,Novyy Urengoy,66.0833,76.6333,overcast clouds,64.92,61,100,6.04,RU,2021-08-02 16:10:34
369,Kawalu,-7.3817,108.2082,broken clouds,71.11,97,77,0.94,ID,2021-08-02 16:18:03
370,The Valley,18.217,-63.0578,scattered clouds,87.66,70,40,11.5,AI,2021-08-02 16:18:03
371,Shiloh,38.5614,-89.8973,scattered clouds,77.92,72,40,8.05,US,2021-08-02 16:18:03
372,Segezha,63.7415,34.3222,overcast clouds,63.79,71,100,2.51,RU,2021-08-02 16:18:04
373,Pallisa,1.145,33.7094,overcast clouds,75.78,45,90,4.54,UG,2021-08-02 16:18:04
374,Heihe,50.2441,127.4902,moderate rain,61.38,97,100,2.86,CN,2021-08-02 16:18:04
375,Shitanjing,39.2342,106.3439,overcast clouds,66.96,58,100,14.63,CN,2021-08-02 16:18:05
376,Ulaangom,49.9811,92.0667,clear sky,65.05,39,7,1.92,MN,2021-08-02 16:18:05
377,Belaya Gora,68.5333,146.4167,clear sky,39.87,68,0,7.09,RU,2021-08-02 16:18:06
378,San Julian,21.0167,-102.1667,clear sky,65.89,68,2,6.33,MX,2021-08-02 16:18:06
379,Cabo San Lucas,22.8909,-109.9124,scattered clouds,91.81,51,40,0.0,MX,2021-08-02 16:09:43
380,Varzea Da Palma,-17.5981,-44.7308,broken clouds,83.01,27,57,1.28,BR,2021-08-02 16:18:06
381,Maracas,-13.4411,-40.4308,overcast clouds,65.86,62,97,8.55,BR,2021-08-02 16:18:07
382,Gawler,-34.6,138.7333,broken clouds,51.31,95,60,14.72,AU,2021-08-02 16:15:17
383,Pervomayskoye,43.919,46.7102,scattered clouds,85.42,30,28,8.79,RU,2021-08-02 16:18:07
384,Moerai,-22.4333,-151.3333,overcast clouds,74.62,71,100,19.48,PF,2021-08-02 16:11:53
385,Nuuk,64.1835,-51.7216,broken clouds,52.41,82,75,6.91,GL,2021-08-02 16:15:15
386,Teya,60.3778,92.6267,overcast clouds,57.2,86,87,1.99,RU,2021-08-02 16:10:56
387,Bilma,18.6853,12.9164,clear sky,107.64,9,1,7.61,NE,2021-08-02 16:11:27
388,Kavaratti,10.5669,72.642,overcast clouds,82.45,76,100,14.05,IN,2021-08-02 16:11:40
389,Songjianghe,42.1859,127.479,overcast clouds,62.17,98,97,3.89,CN,2021-08-02 16:18:08
390,Vitim,59.4511,112.5578,overcast clouds,56.95,95,100,2.42,RU,2021-08-02 16:18:08
391,Bairiki,1.3292,172.9752,broken clouds,82.4,74,75,3.44,KI,2021-08-02 16:18:09
392,Savonlinna,61.8699,28.88,overcast clouds,68.05,68,90,9.22,FI,2021-08-02 16:18:09
393,Mwene-Ditu,-7.0,23.45,broken clouds,82.72,24,64,2.68,CD,2021-08-02 16:16:07
394,Sola,-13.8833,167.55,overcast clouds,73.72,65,96,14.07,VU,2021-08-02 16:11:01
395,Vila Velha,-20.3297,-40.2925,few clouds,72.97,66,22,5.5,BR,2021-08-02 16:12:05
396,Fraga,41.5229,0.3489,clear sky,89.31,34,4,17.74,ES,2021-08-02 16:18:10
397,Saskylakh,71.9167,114.0833,scattered clouds,63.64,69,45,6.87,RU,2021-08-02 16:14:49
398,Boca Do Acre,-8.7522,-67.3978,few clouds,89.64,20,19,6.6,BR,2021-08-02 16:18:10
399,Pacific Grove,36.6177,-121.9166,overcast clouds,64.76,84,90,4.0,US,2021-08-02 16:18:10
400,Saldanha,-33.0117,17.9442,clear sky,59.13,77,0,9.19,ZA,2021-08-02 16:18:11
401,Bindki,26.0333,80.6,broken clouds,79.66,84,64,10.42,IN,2021-08-02 16:18:11
402,Macheng,31.1783,115.0319,clear sky,79.18,87,1,4.25,CN,2021-08-02 16:18:11
403,Inhambane,-23.865,35.3833,clear sky,68.22,66,5,10.31,MZ,2021-08-02 16:18:12
404,Quatre Cocos,-20.2078,57.7625,clear sky,67.08,65,0,6.08,MU,2021-08-02 16:14:54
405,Ulladulla,-35.35,150.4667,broken clouds,59.88,80,75,8.03,AU,2021-08-02 16:14:42
406,Jalu,29.0331,21.5482,clear sky,106.05,8,4,14.7,LY,2021-08-02 16:18:12
407,Srivardhan,18.0333,73.0167,overcast clouds,79.95,86,100,16.02,IN,2021-08-02 16:18:13
408,Arman,59.7,150.1667,clear sky,43.95,65,0,10.42,RU,2021-08-02 16:18:13
409,Sabya,17.1495,42.6254,overcast clouds,92.82,56,100,10.65,SA,2021-08-02 16:18:13
410,Canoa,18.355,-71.1585,scattered clouds,91.11,52,40,13.8,DO,2021-08-02 16:18:14
411,Vila,42.0304,-8.1588,broken clouds,70.74,62,61,8.16,PT,2021-08-02 16:18:14
412,Ossora,59.2353,163.0719,broken clouds,46.38,76,51,12.88,RU,2021-08-02 16:18:14
413,Necochea,-38.5473,-58.7368,scattered clouds,63.03,47,28,14.47,AR,2021-08-02 16:12:25
414,Westport,41.1415,-73.3579,broken clouds,78.78,57,75,1.99,US,2021-08-02 16:17:24
415,Padang,-0.9492,100.3543,overcast clouds,77.05,85,94,2.82,ID,2021-08-02 16:12:53
416,Krutinka,56.0055,71.5113,overcast clouds,65.25,65,100,8.75,RU,2021-08-02 16:18:15
417,Juneau,58.3019,-134.4197,overcast clouds,62.83,87,90,12.66,US,2021-08-02 16:14:10
418,Chara,56.9064,118.2631,overcast clouds,54.05,76,92,1.36,RU,2021-08-02 16:12:32
419,Baruun-Urt,46.6806,113.2792,overcast clouds,64.98,42,88,4.59,MN,2021-08-02 16:18:16
420,Rayong,12.8333,101.4333,light rain,83.08,99,100,12.17,TH,2021-08-02 16:18:16
421,Masterton,-40.9597,175.6575,light rain,49.95,97,100,2.3,NZ,2021-08-02 16:18:16
422,Monrovia,6.3005,-10.7969,broken clouds,85.77,66,66,8.63,LR,2021-08-02 16:12:19
423,Raahe,64.6833,24.4833,light rain,61.2,61,88,6.26,FI,2021-08-02 16:14:57
424,Igarka,67.4667,86.5833,overcast clouds,64.58,68,100,9.08,RU,2021-08-02 16:18:17
425,Changde,29.0464,111.6783,clear sky,83.52,83,0,5.17,CN,2021-08-02 16:18:17
426,Suntar,62.1444,117.6319,overcast clouds,57.94,89,98,3.22,RU,2021-08-02 16:18:17
427,Giyon,8.5333,37.9833,light rain,59.77,92,94,2.24,ET,2021-08-02 16:16:08
428,Machacamarca,-18.1667,-67.0333,scattered clouds,55.38,41,28,8.99,BO,2021-08-02 16:18:18
429,Maceio,-9.6658,-35.7353,scattered clouds,76.68,78,27,14.7,BR,2021-08-02 16:08:38
430,Ponta Delgada,37.7333,-25.6667,few clouds,74.12,64,20,11.5,PT,2021-08-02 16:11:52
431,Kangaatsiaq,68.3065,-53.4641,clear sky,43.57,89,2,21.0,GL,2021-08-02 16:14:35
432,Asau,46.4333,26.4,light rain,85.12,44,29,4.43,RO,2021-08-02 16:18:19
433,Saint-Francois,46.4154,3.9054,broken clouds,74.41,55,75,4.61,FR,2021-08-02 16:10:24
434,Belmonte,-15.8631,-38.8828,broken clouds,74.7,55,75,11.16,BR,2021-08-02 16:14:59
435,Penticton,49.4806,-119.5858,smoke,75.58,76,90,6.91,CA,2021-08-02 16:15:18
436,Fort Morgan,40.2503,-103.8,clear sky,81.82,43,1,5.75,US,2021-08-02 16:18:19
437,Rio Gallegos,-51.6226,-69.2181,clear sky,48.25,37,0,18.41,AR,2021-08-02 16:18:20
438,Pangody,65.85,74.4859,overcast clouds,64.53,54,100,5.55,RU,2021-08-02 16:18:20
439,Tukrah,32.5341,20.5791,clear sky,89.31,46,0,11.72,LY,2021-08-02 16:18:20
440,Yarada,17.65,83.2667,broken clouds,88.12,62,59,10.36,IN,2021-08-02 16:18:21
441,Orlik,52.5178,99.825,overcast clouds,48.13,92,100,1.48,RU,2021-08-02 16:18:21
442,Cabo Rojo,18.0866,-67.1457,clear sky,88.38,69,9,7.49,PR,2021-08-02 16:14:40
443,Pisco,-13.7,-76.2167,haze,65.01,77,90,8.05,PE,2021-08-02 16:12:08
444,Pitimbu,-7.4706,-34.8086,scattered clouds,75.79,76,46,17.81,BR,2021-08-02 16:18:21
445,San Pedro,14.35,121.0167,overcast clouds,82.15,86,100,16.93,PH,2021-08-02 16:17:00
446,Mayo,38.8876,-76.5119,few clouds,79.39,64,20,1.99,US,2021-08-02 16:14:51
447,Altay,47.8667,88.1167,clear sky,66.61,35,1,6.78,CN,2021-08-02 16:18:22
448,Oran,35.6911,-0.6417,scattered clouds,84.13,69,40,17.27,DZ,2021-08-02 16:17:11
449,Safaga,26.7292,33.9365,clear sky,91.35,51,0,6.46,EG,2021-08-02 16:18:22
450,Yakeshi,49.2833,120.7333,overcast clouds,57.96,88,99,4.03,CN,2021-08-02 16:18:23
451,Bubaque,11.2833,-15.8333,light rain,78.46,84,100,21.63,GW,2021-08-02 16:18:23
452,Pimenta Bueno,-11.6725,-61.1936,few clouds,91.8,18,13,7.25,BR,2021-08-02 16:18:23
453,Astoria,46.1879,-123.8313,overcast clouds,59.56,91,90,6.91,US,2021-08-02 16:18:24
454,Caravelas,-17.7125,-39.2481,overcast clouds,73.13,58,100,7.87,BR,2021-08-02 16:11:07
455,Fukue,32.6881,128.8419,broken clouds,81.23,84,74,15.82,JP,2021-08-02 16:18:24
456,Melville,40.7934,-73.4151,clear sky,78.58,60,1,3.0,US,2021-08-02 16:18:25
457,Am Timan,11.0297,20.2827,moderate rain,75.81,87,99,5.3,TD,2021-08-02 16:14:23
458,Brigantine,39.4101,-74.3646,clear sky,80.02,63,0,9.75,US,2021-08-02 16:18:25
459,Balikpapan,-1.2675,116.8289,broken clouds,77.05,89,68,7.47,ID,2021-08-02 16:18:25
460,Ketchikan,55.3422,-131.6461,overcast clouds,61.27,82,90,8.05,US,2021-08-02 16:18:26
461,Halifax,44.6453,-63.5724,overcast clouds,59.05,95,99,4.0,CA,2021-08-02 16:16:31
462,Ambilobe,-13.2,49.05,light rain,72.09,80,44,3.29,MG,2021-08-02 16:16:02
463,Damaturu,11.747,11.9608,overcast clouds,87.12,54,88,7.92,NG,2021-08-02 16:18:26
464,Raga,8.4596,25.678,overcast clouds,75.79,79,99,3.4,SS,2021-08-02 16:18:27
465,Mwinilunga,-11.7358,24.4293,scattered clouds,72.81,29,27,5.86,ZM,2021-08-02 16:18:27
466,Oranjemund,-28.55,16.4333,clear sky,64.35,52,0,5.14,NA,2021-08-02 16:10:55
467,Revda,56.801,59.9303,overcast clouds,68.81,72,100,4.41,RU,2021-08-02 16:18:27
468,Port Keats,-14.25,129.55,scattered clouds,76.59,79,48,3.02,AU,2021-08-02 16:18:28
469,Zamania,25.4333,83.5667,overcast clouds,83.55,74,99,5.82,IN,2021-08-02 16:18:28
470,Coquimbo,-29.9533,-71.3436,overcast clouds,55.13,82,90,4.61,CL,2021-08-02 16:10:13
471,Shubarshi,48.5872,57.1869,scattered clouds,88.23,23,30,4.61,KZ,2021-08-02 16:18:28
